mav_pos_x,mav_pos_y,mav_pos_z,mav_vel_x,mav_vel_y,mav_vel_z,mav_yaw,mav_pitch,mav_roll,mav_yaw_rate,mav_pitch_rate,mav_roll_rate,delta_u,delta_v,init_pos_x,init_pos_y,init_pos_z,index_image,timestamp,encoding_1,encoding_2,encoding_3,encoding_4,encoding_5,encoding_6,encoding_7,encoding_8,encoding_9,encoding_10,encoding_11,encoding_12,encoding_13,encoding_14,encoding_15,encoding_16,encoding_17,encoding_18,encoding_19,encoding_20,encoding_21,encoding_22,encoding_23,encoding_24,encoding_25,encoding_26,encoding_27,encoding_28,encoding_29,encoding_30,encoding_31,encoding_32
-0.013214049860835075,4.812628269195557,-13.089075088500977,0.02020561881363392,-0.1236463114619255,-0.08071256428956985,-0.0055534858256578445,-0.003762184176594019,-1.108220840251306e-05,0.004435431212186813,0.0011693736305460334,0.0020573860965669155,4.813553810119629,-4.088013648986816,-0.014040653593838215,4.81577730178833,-13.085840225219727,2.0,1724138874.146129,-0.11586585640907288,-0.1577828824520111,0.03841038793325424,0.12262649834156036,-0.2653409540653229,-2.788740873336792,-1.3901933431625366,-4.802174091339111,2.2358009815216064,0.09031066298484802,1.3085485696792603,-0.22467516362667084,0.13989907503128052,0.017925865948200226,-0.016055598855018616,-0.13371674716472626,-5.076758861541748,0.09446373581886292,0.11148852109909058,-1.9344831705093384,-0.34339848160743713,-0.044758811593055725,0.07707727700471878,0.01374441385269165,-0.879176139831543,-0.10962092876434326,0.011631105095148087,0.04362265765666962,-3.3632607460021973,-3.1068003177642822,3.25557804107666,-0.06807965040206909
-0.012937861494719982,4.811534881591797,-13.090261459350586,0.018829066306352615,-0.12292037904262543,-0.08013712614774704,-0.005489099770784378,-0.003996334504336119,-1.3318113815330435e-05,-0.0038816926535218954,-0.004990070126950741,-0.0012168169487267733,4.812628269195557,-4.089075088500977,-0.014040653593838215,4.81577730178833,-13.085840225219727,3.0,1724138874.177352,-0.11561897397041321,-0.157586932182312,0.03834671527147293,0.12254704535007477,-0.2661069929599762,-2.791377067565918,-1.3883910179138184,-4.807642459869385,2.238342046737671,0.09036032110452652,1.3064935207366943,-0.22269566357135773,0.1398632824420929,0.017631225287914276,-0.016222216188907623,-0.13359123468399048,-5.079542636871338,0.09416273236274719,0.11107668280601501,-1.9340554475784302,-0.3410321772098541,-0.044863179326057434,0.07735152542591095,0.013687342405319214,-0.8773488998413086,-0.10929292440414429,0.011704646050930023,0.04325266182422638,-3.366457223892212,-3.10768461227417,3.258540391921997,-0.0691557228565216
-0.012560470029711723,4.809629440307617,-13.092779159545898,0.017516547814011574,-0.12036092579364777,-0.06416480988264084,-0.005866766907274723,-0.004147898405790329,-8.218416041927412e-05,-0.03668111562728882,-0.012905414216220379,-0.004994832910597324,4.810398578643799,-4.091444969177246,-0.014040653593838215,4.81577730178833,-13.085840225219727,4.0,1724138874.2079537,-0.11566507816314697,-0.15753355622291565,0.03846273571252823,0.12251227349042892,-0.265980988740921,-2.791276216506958,-1.3874108791351318,-4.807806491851807,2.2382166385650635,0.0903293639421463,1.305458664894104,-0.22208131849765778,0.14002901315689087,0.01769041270017624,-0.016129136085510254,-0.13369660079479218,-5.078303337097168,0.09425970911979675,0.1111004650592804,-1.9332153797149658,-0.3402298390865326,-0.04485529661178589,0.07738640159368515,0.013775169849395752,-0.8766419887542725,-0.10941630601882935,0.011615846306085587,0.04341942071914673,-3.3661441802978516,-3.1065897941589355,3.2578370571136475,-0.06875129044055939
-0.012546725571155548,4.808730125427246,-13.094093322753906,0.01657487452030182,-0.11846482008695602,-0.000769218837376684,-0.010334350168704987,-0.00424316618591547,-0.0001623806165298447,-0.2053709179162979,0.004993964917957783,-0.003073964500799775,4.808730125427246,-4.094093322753906,-0.014040653593838215,4.81577730178833,-13.085840225219727,5.0,1724138874.237765,-0.11575454473495483,-0.1576005220413208,0.03869413584470749,0.12251493334770203,-0.2657661736011505,-2.791363477706909,-1.3887147903442383,-4.807765960693359,2.23809552192688,0.09036198258399963,1.3068147897720337,-0.2229541689157486,0.13993725180625916,0.018055055290460587,-0.01599200628697872,-0.13393175601959229,-5.079316139221191,0.09429912269115448,0.1113208532333374,-1.9342763423919678,-0.34133216738700867,-0.04477209597826004,0.07731702923774719,0.013949304819107056,-0.877597451210022,-0.1097860336303711,0.011287316679954529,0.04371264576911926,-3.3661317825317383,-3.107504367828369,3.2576708793640137,-0.06805974245071411
-0.012571832165122032,4.808163166046143,-13.09327507019043,0.01657533459365368,-0.1171417161822319,0.07196980714797974,-0.016698287799954414,-0.003877938725054264,-0.00017913768533617258,-0.30585551261901855,0.014591489918529987,0.002161750802770257,4.808599472045898,-4.094049453735352,-0.014040653593838215,4.81577730178833,-13.085840225219727,6.0,1724138874.269694,-0.11577990651130676,-0.15760751068592072,0.0384657084941864,0.122532919049263,-0.2655904293060303,-2.791775941848755,-1.3881512880325317,-4.809075355529785,2.23860502243042,0.09020619094371796,1.3062498569488525,-0.2224118858575821,0.13988539576530457,0.017820846289396286,-0.016064709052443504,-0.13363081216812134,-5.080004692077637,0.09432151913642883,0.11137121915817261,-1.9340214729309082,-0.3406189978122711,-0.04473753273487091,0.0772562101483345,0.013711810111999512,-0.8772373199462891,-0.10948443412780762,0.011691097170114517,0.0435640811920166,-3.3670263290405273,-3.1077139377593994,3.2587578296661377,-0.06847421824932098
-0.012784406542778015,4.806975841522217,-13.087190628051758,0.013917903415858746,-0.11869384348392487,0.18319860100746155,-0.031075846403837204,-0.003171677002683282,-0.00012990621326025575,-0.3760351836681366,0.011757432483136654,0.004481310956180096,4.807542324066162,-4.091347694396973,-0.014040653593838215,4.81577730178833,-13.085840225219727,7.0,1724138874.3143945,-0.11687310039997101,-0.15817156434059143,0.03885790705680847,0.1211969181895256,-0.2633745074272156,-2.7903311252593994,-1.388761043548584,-4.808677673339844,2.2367753982543945,0.09004686027765274,1.3082515001296997,-0.22327612340450287,0.14083895087242126,0.01874600350856781,-0.015947606414556503,-0.13429464399814606,-5.080618381500244,0.09555666148662567,0.11429882049560547,-1.9340393543243408,-0.34189000725746155,-0.04398013651371002,0.07526350766420364,0.01450878381729126,-0.879130482673645,-0.1111440658569336,0.013464994728565216,0.04542674124240875,-3.3654909133911133,-3.1073224544525146,3.2577250003814697,-0.0683252289891243
-0.013219203799962997,4.8064422607421875,-13.080984115600586,0.013540755026042461,-0.12037566304206848,0.23434418439865112,-0.044529613107442856,-0.002837945008650422,6.69544460834004e-05,-0.3412584662437439,0.005466017406433821,-0.0012143421918153763,4.8064422607421875,-4.080984115600586,-0.014040653593838215,4.81577730178833,-13.085840225219727,8.0,1724138874.3464289,-0.11804638803005219,-0.15915049612522125,0.03787572681903839,0.12054222822189331,-0.25462982058525085,-2.7872209548950195,-1.38418710231781,-4.81208610534668,2.2350237369537354,0.08996642380952835,1.3034919500350952,-0.21937952935695648,0.14000359177589417,0.020828764885663986,-0.014049524441361427,-0.13485290110111237,-5.07670783996582,0.09730768203735352,0.11747202277183533,-1.9294437170028687,-0.3365893065929413,-0.04168817400932312,0.07191213965415955,0.014124423265457153,-0.8753377199172974,-0.11229705810546875,0.011617574840784073,0.048208996653556824,-3.364506244659424,-3.1029324531555176,3.2546944618225098,-0.05277477949857712
-0.014006697572767735,4.804920196533203,-13.066155433654785,0.011756391264498234,-0.12987132370471954,0.3167274296283722,-0.05113519728183746,-0.002895568497478962,7.192694465629756e-05,-0.2525940239429474,-0.003502305829897523,-0.005266151856631041,4.80526876449585,-4.072795867919922,-0.014040653593838215,4.81577730178833,-13.085840225219727,9.0,1724138874.3764255,-0.11816960573196411,-0.16022305190563202,0.03715618699789047,0.12076057493686676,-0.24073295295238495,-2.777783155441284,-1.392204999923706,-4.797203540802002,2.2292401790618896,0.0904538631439209,1.3103896379470825,-0.2252853959798813,0.13667628169059753,0.0239451602101326,-0.012726111337542534,-0.13429918885231018,-5.073446750640869,0.09805722534656525,0.11977586150169373,-1.9330881834030151,-0.34170451760292053,-0.039501920342445374,0.06949304789304733,0.0109480619430542,-0.8786286115646362,-0.1117408275604248,0.008805055171251297,0.049977079033851624,-3.3584532737731934,-3.105294942855835,3.2471072673797607,-0.029989706352353096
-0.01478789933025837,4.802544593811035,-13.048629760742188,0.009367176331579685,-0.14569242298603058,0.36870673298835754,-0.05760908126831055,-0.003058060770854354,0.00010359027510276064,-0.09597418457269669,-0.012186313979327679,0.0001903816737467423,4.803863525390625,-4.057811737060547,-0.014040653593838215,4.81577730178833,-13.085840225219727,10.0,1724138874.4070382,-0.11891825497150421,-0.1612776517868042,0.039429500699043274,0.12133710086345673,-0.23128792643547058,-2.7702414989471436,-1.4034005403518677,-4.786453723907471,2.2246363162994385,0.09049271792173386,1.319858431816101,-0.23288096487522125,0.13726159930229187,0.02668200433254242,-0.010775770992040634,-0.1361144632101059,-5.07253885269165,0.09922994673252106,0.12184762954711914,-1.9388391971588135,-0.34991559386253357,-0.03850051015615463,0.06852016597986221,0.010745197534561157,-0.8859524726867676,-0.11370399594306946,0.008225157856941223,0.05333404242992401,-3.354121446609497,-3.108950614929199,3.2406888008117676,-0.018036559224128723
-0.015242661349475384,4.800957202911377,-13.038832664489746,0.008542011491954327,-0.154615581035614,0.3821207880973816,-0.05816958099603653,-0.0034390012733638287,0.0002314187295269221,0.04577422887086868,-0.013092756271362305,0.0011415063636377454,4.800957202911377,-4.038832664489746,-0.014040653593838215,4.81577730178833,-13.085840225219727,11.0,1724138874.4383135,-0.11962449550628662,-0.16210396587848663,0.040584124624729156,0.12218743562698364,-0.2283151000738144,-2.7602906227111816,-1.4108126163482666,-4.768564701080322,2.2161269187927246,0.09055638313293457,1.3274093866348267,-0.23962537944316864,0.13815513253211975,0.029160335659980774,-0.009855896234512329,-0.13731111586093903,-5.064175605773926,0.10017238557338715,0.12398141622543335,-1.940532922744751,-0.357700914144516,-0.037610381841659546,0.0671217069029808,0.012378513813018799,-0.8928158283233643,-0.11607339978218079,0.009159933775663376,0.0552372932434082,-3.3435633182525635,-3.106616497039795,3.231557846069336,-0.018902160227298737
